,Unnamed: 0,videoId,scanTimeStamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch,firstTrendingTime,timeToTrendSeconds,isTrend
586,25,SG065LnQ08Q,2023-12-19 06:27:16.206667520+00:00,2023-12-16 18:02:38+00:00,688000,23,1941,Now,Entertainment,FR,195892,14000.0,201.0,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",6,2023-12-19 01:03:55.763489024+00:00,198077.763489024,True
587,26,WG4FIkH6HU8,2023-12-19 06:27:16.206667520+00:00,2023-12-17 17:00:10+00:00,412000,24,690,Now,Entertainment,FR,70024,4300.0,99.0,True,"['Ski', 'Freeride', 'extreme', 'Bimboes', 'Mickael', 'mickael bimboes', 'Freeride world tour', 'winteractivity', 'winter activity', 'winter', 'brutisode', 'snowboard', 'vtt', 'parapente', 'montagne', 'prank', 'scandale', 'backflip', 'freestyle', 'équipe', 'skiing', 'neige', 'film', 'avalanche', 'vlog', 'antagonist', 'gopro', 'dji', 'world', 'mtb', 'downhill', 'tricks', 'trick', 'fail', 'fails', 'best', 'chamonix', 'audi', 'yeah']",6,2023-12-19 01:03:55.763489024+00:00,115425.763489024,True
588,27,DmdcktG7vXM,2023-12-19 06:27:16.206667520+00:00,2023-12-17 18:49:02+00:00,58500,25,167,Now,Music,FR,31390,4700.0,3200.0,False,,6,2023-12-19 01:03:55.763489024+00:00,108893.763489024,True
589,28,6X1Ko_TExuM,2023-12-19 06:27:16.206667520+00:00,2023-12-16 11:45:00+00:00,34800,26,810,Now,Entertainment,FR,301247,5700.0,272.0,False,,6,2023-12-19 01:03:55.763489024+00:00,220735.763489024,True
590,29,gRb87CBRZ2o,2023-12-19 06:27:16.206667520+00:00,2023-12-17 11:00:27+00:00,319000,27,1592,Now,Film & Animation,FR,58022,4500.0,353.0,True,"['Cinéma', 'Durendal', 'Film', 'Vlog', 'Critique', 'Super Mario Bros', 'The Movie', 'Le Film', 'Aaron Horvath', 'Michael Jelenic', 'Chris Pratt', 'Anya Taylor-Joy', 'Jack Black', 'Seth Rogen', 'Jeu Vidéo', 'Aventure', 'Action']",6,2023-12-19 01:03:55.763489024+00:00,137008.763489024,True
591,30,P0rMYaKFO7k,2023-12-19 06:27:16.206667520+00:00,2023-12-17 16:00:01+00:00,253000,28,659,Now,Film & Animation,FR,57965,8400.0,538.0,True,"['Neuxs 6', 'Neuxs VI', 'Nexus 6', 'Science-Fiction', 'France', 'Metz', 'Blida', 'Fensch Toast', 'Science Fiction', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Kyle Reese', 'T1000']",6,2023-12-19 01:03:55.763489024+00:00,119034.763489024,True
592,31,6oLB9vDNvI0,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:47:00+00:00,2100000,29,394,Now,Entertainment,FR,704343,17000.0,617.0,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",6,2023-12-19 01:03:55.763489024+00:00,285415.763489024,True
593,32,igsQae0v0HQ,2023-12-19 06:27:16.206667520+00:00,2023-12-17 17:00:27+00:00,618000,30,1342,Now,Howto & Style,FR,179521,12000.0,104.0,True,['mayadorable'],6,2023-12-19 01:03:55.763489024+00:00,115408.763489024,True
594,33,jply2m0IoYs,2023-12-19 06:27:16.206667520+00:00,2023-12-17 09:26:50+00:00,235000,31,104,Now,News & Politics,FR,130961,262.0,596.0,True,"['TF1', 'beauté', 'concours', 'feminism washing', 'france', 'féminisme', 'justice', 'miss', 'miss nord-pas-de-calais', 'média', 'police', 'sexisme', 'télévision', 'Ève Gilles']",6,2023-12-19 01:03:55.763489024+00:00,142625.763489024,True
595,34,icGwtYWesWw,2023-12-19 06:27:16.206667520+00:00,2023-12-17 22:19:35+00:00,2040000,32,596,Now,Sports,FR,402477,8300.0,310.0,True,"['résumé', 'highlights', 'real', 'de', 'madrid', 'villarreal', 'jude', 'bellingham', 'brahim', 'diaz', 'rodrygo', 'vini', 'vinicius', 'junior', 'jr', 'endrick', 'luka', 'modric', 'la', 'liga', 'foot', 'football', 'club', 'fc']",6,2023-12-19 01:03:55.763489024+00:00,96260.763489024,True
596,35,spmAWUn0k40,2023-12-19 06:27:16.206667520+00:00,2023-12-17 17:52:44+00:00,707000,33,859,Now,Sports,FR,86305,1500.0,76.0,True,"['champions cup', 'harlequins', 'rugby', 'sport', 'stade toulousain']",6,2023-12-19 01:03:55.763489024+00:00,112271.763489024,True
597,36,k51hM1cEgcs,2023-12-19 06:27:16.206667520+00:00,2023-12-17 18:00:21+00:00,1030000,34,764,Now,Science & Technology,FR,75058,3100.0,123.0,True,,6,2023-12-19 01:03:55.763489024+00:00,111814.763489024,True
598,37,-3Xvyo_-Pyg,2023-12-19 06:27:16.206667520+00:00,2023-12-17 11:26:56+00:00,605000,35,1494,Now,Entertainment,FR,39838,3300.0,86.0,False,,6,2023-12-19 01:03:55.763489024+00:00,135419.763489024,True
599,38,JGP98IDCrTc,2023-12-19 06:27:16.206667520+00:00,2023-12-17 16:14:52+00:00,312000,36,784,Now,Science & Technology,FR,58620,6400.0,293.0,True,"['pixmob', 'coldplay', 'the weeknd', 'taylor swift', 'imagine dragons', 'lady gaga', 'bad bunny', 'elton john', 'wristband', 'infrarouge', 'menu', 'ecologique', 'concert', 'spectacle']",6,2023-12-19 01:03:55.763489024+00:00,118143.763489024,True
600,39,bOppj5rT2xA,2023-12-19 06:27:16.206667520+00:00,2023-12-17 16:30:06+00:00,436000,37,673,Now,Entertainment,FR,39533,3500.0,44.0,True,"['FR', 'AlphaCast', 'Gameplay', 'Alfacast', 'France', 'Lynkus', 'Live', 'Twitch', 'Meilleurs moments', 'Best of', '35', 'Tablequest', 'Jeu vidéo', 'gameplay', 'drôle', 'blagues', 'rire', 'clips', 'Stream', 'Streaming', 'Alpha', 'Alfa', 'M4F', 'Ted', 'Eventis', 'Troma', 'Ted Etienne', 'AVAMIND', 'AVA', 'Gom4rt', 'Antoine Daniel', 'JDG', 'Mynthos', 'Joueur du Grenier', 'Dead Space', 'Grounded', 'Warhammer']",6,2023-12-19 01:03:55.763489024+00:00,117229.763489024,True
601,40,RrasC4E_1R8,2023-12-19 06:27:16.206667520+00:00,2023-12-17 11:00:31+00:00,1130000,38,1048,Now,Entertainment,FR,106357,4700.0,259.0,True,,6,2023-12-19 01:03:55.763489024+00:00,137004.763489024,True
602,41,OBgUnwkPivg,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:22:32+00:00,1950000,39,509,Now,People & Blogs,FR,865814,5800.0,658.0,False,"['guy marchand', 'hommage', 'patrick sébastien']",6,2023-12-19 01:03:55.763489024+00:00,286883.763489024,True
603,42,Mz-J5JPxxBI,2023-12-19 06:27:16.206667520+00:00,2023-12-17 10:59:33+00:00,136000,40,888,Now,Music,FR,64112,4800.0,203.0,True,"['Beendo z', 'Retour à l’école', 'École', 'Élèves', 'Rap', 'Raplume', 'Interview', 'Interview Beendo Z', 'Au tableau']",6,2023-12-19 01:03:55.763489024+00:00,137062.763489024,True
604,43,mWacdcatC9o,2023-12-19 06:27:16.206667520+00:00,2023-12-17 06:35:44+00:00,1400000,41,52,Now,Film & Animation,FR,2934525,212000.0,10000.0,False,,6,2023-12-19 01:03:55.763489024+00:00,152891.763489024,True
605,44,BYKz4ksSFFc,2023-12-19 06:27:16.206667520+00:00,2023-12-17 11:00:12+00:00,116000,42,157,Now,Music,FR,55347,3500.0,131.0,False,"['rsko chanel bag parole', 'rsko chanel bag']",6,2023-12-19 01:03:55.763489024+00:00,137023.763489024,True
606,45,HCJ2WHNpQqc,2023-12-19 06:27:16.206667520+00:00,2023-12-15 11:00:17+00:00,1200000,43,171,Now,Music,FR,512729,33000.0,935.0,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",6,2023-12-19 01:03:55.763489024+00:00,309818.763489024,True
607,46,BOQ1FdoBBmI,2023-12-19 06:27:16.206667520+00:00,2023-12-16 08:59:24+00:00,850000,44,719,Now,Film & Animation,FR,251080,30000.0,1200.0,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",6,2023-12-19 01:03:55.763489024+00:00,230671.763489024,True
608,47,sRtFQf5wQ-U,2023-12-19 06:27:16.206667520+00:00,2023-12-17 23:21:13+00:00,395000,45,283,Now,People & Blogs,FR,150720,2300.0,299.0,True,"['2023/24', 'football', 'futebol', 'goals', 'golos', 'highlights', 'liga portugal', 'liga portugal betclic', 'liga portuguesa', 'portugal', 'portuguese league', 'primeira liga', 'resumo', 'season 23/24', 'soccer', 'sp:dt=2023-12-17T20:30:00Z', 'sp:li=port', 'sp:st=soccer', 'sp:ti:away=SLB', 'sp:ti:home=SCB', 'sp:ty=high']",6,2023-12-19 01:03:55.763489024+00:00,92562.763489024,True
609,48,5VojZY6p798,2023-12-19 06:27:16.206667520+00:00,2023-12-17 14:49:09+00:00,916000,46,546,Now,Science & Technology,FR,63135,5100.0,345.0,True,"['TheiCollection', 'Studio TheiCollection', 'Setup TheiCollection', 'Apple', 'Tech', 'Roche Bobois', 'Polygonia Roche Bobois', 'Furtif Roche Bobois', 'Bureau Roche Bobois', 'Setup highTech', 'HighTech', 'Technologie', 'JB', 'Jojol', 'Gentil', 'Garçon', 'Astuces tournage', 'astuces', 'setup astuce', 'setup caméra', 'setup tech', 'studio tech', 'The Frame', 'Philips hue', 'Astuces Philips Hue']",6,2023-12-19 01:03:55.763489024+00:00,123286.763489024,True
610,49,qj9REJK5K3w,2023-12-19 06:27:16.206667520+00:00,2023-12-17 19:53:37+00:00,2040000,47,835,Now,Sports,FR,201722,3000.0,230.0,True,"['coupe', 'du', 'monde', 'championnat', 'championnats', 'mondial', 'hand', 'handball', 'equipe', 'de', 'france', 'bleu', 'bleus', 'bleue', 'bleues', 'norvege', 'norway']",6,2023-12-19 01:03:55.763489024+00:00,105018.763489024,True
611,50,5jrMwhmYW1A,2023-12-19 06:27:16.206667520+00:00,2023-12-14 15:56:41+00:00,158000,0,151,Recently Trending,Comedy,FR,933551,43000.0,2000.0,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",6,2023-12-19 01:03:55.763489024+00:00,378434.763489024,True
612,51,QdBZY2fkU-0,2023-12-19 06:27:16.206667520+00:00,2023-12-04 23:07:10+00:00,10300000,1,90,Recently Trending,Gaming,FR,153285982,10000000.0,832000.0,True,"['Rockstar Games', 'Grand Theft Auto VI', 'GTAVI', 'GTA 6', 'GTA Six', 'Grand Theft Auto', 'GTA', 'Vice City', 'Leonida']",6,2023-12-19 01:03:55.763489024+00:00,1216605.763489024,True
613,52,LnW-DwBrWLk,2023-12-19 06:27:16.206667520+00:00,2023-12-17 15:59:59+00:00,4000000,2,827,Recently Trending,Comedy,FR,503309,40000.0,560.0,True,,6,2023-12-19 01:03:55.763489024+00:00,119036.763489024,True
614,53,9gAADPMt1FU,2023-12-19 06:27:16.206667520+00:00,2023-12-17 18:28:05+00:00,725000,3,1056,Recently Trending,Comedy,FR,344834,59000.0,1300.0,True,,6,2023-12-19 01:03:55.763489024+00:00,110150.763489024,True
615,54,K4GQRiuNpP0,2023-12-19 06:27:16.206667520+00:00,2023-12-17 16:00:33+00:00,1990000,4,2773,Recently Trending,Howto & Style,FR,310872,13000.0,444.0,False,,6,2023-12-19 01:03:55.763489024+00:00,119002.763489024,True
616,55,6oLB9vDNvI0,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:47:00+00:00,2100000,5,394,Recently Trending,Entertainment,FR,704343,17000.0,617.0,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",6,2023-12-19 01:03:55.763489024+00:00,285415.763489024,True
617,56,HCJ2WHNpQqc,2023-12-19 06:27:16.206667520+00:00,2023-12-15 11:00:17+00:00,1200000,6,171,Recently Trending,Music,FR,512729,33000.0,935.0,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",6,2023-12-19 01:03:55.763489024+00:00,309818.763489024,True
618,57,pFpjyAp8aJ0,2023-12-19 06:27:16.206667520+00:00,2023-12-13 11:00:46+00:00,706000,7,7828,Recently Trending,Entertainment,FR,532317,19000.0,376.0,True,['Zack Nani'],6,2023-12-19 01:03:55.763489024+00:00,482589.763489024,True
619,58,zePFAZMUnbU,2023-12-19 06:27:16.206667520+00:00,2023-12-08 17:18:08+00:00,4910000,8,2314,Recently Trending,Howto & Style,FR,2233157,76000.0,819.0,True,"['Fastgoodcuisine', 'Fastgood', 'Fastfood', 'Qui est', 'Qui est l’imposteur', 'l’imposteur', 'Plat piégé', 'Piégé', 'Qui est le menteur', 'Le menteur', ""qui est l'imposteur"", 'Qui Aura Le Plat Piégé ?', ""qui aura l'objet piégé"", 'challenge', 'Qui est l’imposteur ?', 'inox', 'inoxtag', 'inoxtag imposteur', 'inoxtag fastgoodcuisine', 'fastgoodcuisine inoxtag', 'fastgoodcuisine inox', 'gurky', 'gurky fast food', 'gurky fastgoodcuisine', 'tacos piégé', 'fastfood piégé', 'gurky le murky']",6,2023-12-19 01:03:55.763489024+00:00,891947.763489024,True
620,59,dh8XxY717Gw,2023-12-19 06:27:16.206667520+00:00,2023-12-07 17:15:03+00:00,2500000,9,1740,Recently Trending,Autos & Vehicles,FR,3199262,324000.0,32000.0,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'fin vilebrequin', 'vilebrequin fini', 'arret vilebrequin', 'vilebrequin drama', 'vilebrequin fin', 'dernière video']",6,2023-12-19 01:03:55.763489024+00:00,978532.763489024,True
621,60,OBgUnwkPivg,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:22:32+00:00,1950000,10,509,Recently Trending,People & Blogs,FR,865814,5800.0,658.0,False,"['guy marchand', 'hommage', 'patrick sébastien']",6,2023-12-19 01:03:55.763489024+00:00,286883.763489024,True
622,61,WB9wpwPVzyY,2023-12-19 06:27:16.206667520+00:00,2023-12-08 17:00:37+00:00,6840000,11,229,Recently Trending,Music,FR,7515000,138000.0,1100.0,True,"['JuL', 'Alonzo', 'La fusion', 'Clip Officiel', 'La Route Est Longue', 'LREL']",6,2023-12-19 01:03:55.763489024+00:00,892998.763489024,True
623,62,aZOiDNzoeWQ,2023-12-19 06:27:16.206667520+00:00,2023-12-17 10:17:24+00:00,9190000,12,1679,Recently Trending,Entertainment,FR,991987,64000.0,1700.0,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",6,2023-12-19 01:03:55.763489024+00:00,139591.763489024,True
624,63,oByOOqDerrM,2023-12-19 06:27:16.206667520+00:00,2023-12-15 18:00:06+00:00,1150000,13,1800,Recently Trending,Entertainment,FR,395593,25000.0,327.0,False,,6,2023-12-19 01:03:55.763489024+00:00,284629.763489024,True
625,64,XE_IK7ouDuc,2023-12-19 06:27:16.206667520+00:00,2023-12-07 23:00:18+00:00,95900,14,238,Recently Trending,Music,FR,2831065,66000.0,2100.0,False,"['dadju i love you', 'tayc i love you', ""et si je te dit que je t'aime"", 'dadju tayc', 'tayc dadju', 'dadju tayc album', 'tayc dadju album', 'projet commun tayc dadju', 'projet commun dadju tayc', 'tayc dadju album commun', 'dadju tayc album commun', 'tayc dadju paroles', 'dadju tayc paroles']",6,2023-12-19 01:03:55.763489024+00:00,957817.763489024,True
626,65,_Gv62FX9fFc,2023-12-19 06:27:16.206667520+00:00,2023-12-07 17:30:05+00:00,53600,15,2669,Recently Trending,Entertainment,FR,1665978,51000.0,1000.0,False,"['Loris', 'giuliano', 'istanbul', 'station service', 'roman frayssinet', 'finale ldc', 'league des champions']",6,2023-12-19 01:03:55.763489024+00:00,977630.763489024,True
627,66,F8lPTlpThEo,2023-12-19 06:27:16.206667520+00:00,2023-12-08 17:01:00+00:00,1310000,16,203,Recently Trending,Music,FR,1245475,63000.0,1500.0,False,"['Zola', 'Koba', 'Koba Ła D', 'Kobalad', 'zola x koba Ła d', 'zola feat koba Ła d', 'aller sans retour', 'allersansretour', 'tiakoxgazo', 'Tiago x gazo', 'mlgx', 'La melo est gangz', 'Tiakola feat gazo', 'Zola feat koba aller sans retour', 'zola feat koba Ła d aller sans retour', 'Zola - Koba LaD', 'TruthRecords', 'BMF', 'Truth Records', 'AWA', 'AWA GANG', 'KORE', 'GAZO TIAKOLA', 'ALBUM COMMUN', 'Tiakola - Gazo', 'Gazo Tiakola']",6,2023-12-19 01:03:55.763489024+00:00,892975.763489024,True
628,67,EUtsTZK0YuY,2023-12-19 06:27:16.206667520+00:00,2023-12-15 16:00:14+00:00,627000,17,1106,Recently Trending,Entertainment,FR,778455,20000.0,1200.0,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",6,2023-12-19 01:03:55.763489024+00:00,291821.763489024,True
629,68,jclw_cAtcIg,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:00:09+00:00,226000,18,171,Recently Trending,Music,FR,351405,24000.0,954.0,False,,6,2023-12-19 01:03:55.763489024+00:00,288226.763489024,True
630,69,WnBynfbm4e8,2023-12-19 06:27:16.206667520+00:00,2023-12-13 22:30:33+00:00,985000,19,13791,Recently Trending,Sports,FR,685352,31000.0,109.0,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",6,2023-12-19 01:03:55.763489024+00:00,441202.763489024,True
631,70,TAKjuokhpyg,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:00:02+00:00,4390000,20,214,Recently Trending,Music,FR,323693,16000.0,692.0,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",6,2023-12-19 01:03:55.763489024+00:00,288233.763489024,True
632,71,6X1Ko_TExuM,2023-12-19 06:27:16.206667520+00:00,2023-12-16 11:45:00+00:00,34800,21,810,Recently Trending,Entertainment,FR,301247,5700.0,272.0,False,,6,2023-12-19 01:03:55.763489024+00:00,220735.763489024,True
633,72,YG3EhWlBaoI,2023-12-19 06:27:16.206667520+00:00,2023-12-15 02:31:24+00:00,3230000,22,209,Recently Trending,Music,FR,10457529,703000.0,81000.0,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",6,2023-12-19 01:03:55.763489024+00:00,340351.763489024,True
634,73,H8xAfHCfrng,2023-12-19 06:27:16.206667520+00:00,2023-12-14 17:36:15+00:00,3330000,23,148,Recently Trending,Music,FR,1019957,29000.0,1600.0,False,,6,2023-12-19 01:03:55.763489024+00:00,372460.763489024,True
635,74,0VRHcvALBTk,2023-12-19 06:27:16.206667520+00:00,2023-12-15 07:00:00+00:00,195000,24,322,Recently Trending,Howto & Style,FR,465538,2100.0,,False,,6,2023-12-19 01:03:55.763489024+00:00,324235.763489024,True
636,75,InIdV5yM1WQ,2023-12-19 06:27:16.206667520+00:00,2023-12-12 17:00:14+00:00,80800,25,2901,Recently Trending,Film & Animation,FR,731760,26000.0,625.0,True,"['Les produits laitiers', 'Amine', 'Billy', 'Ferme', 'Produits laitiers']",6,2023-12-19 01:03:55.763489024+00:00,547421.763489024,True
637,76,6I5Xg7gz2CM,2023-12-19 06:27:16.206667520+00:00,2023-12-09 12:30:03+00:00,1300000,26,1890,Recently Trending,Entertainment,FR,832604,43000.0,1300.0,True,"['boucher', 'français', 'japon', 'viande', 'louis']",6,2023-12-19 01:03:55.763489024+00:00,822832.763489024,True
638,77,xu27rO4j1zc,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:00:07+00:00,352000,27,180,Recently Trending,Music,FR,461109,8300.0,266.0,False,"['we renoi', 'WE RENOI', 'We Renoi - Guadalajara (Clip Officiel)', 'WE RENOI 2021', 'we renoi 2021', 'we renoi officiel', 'we renoi clip', 'we renoi rap français', 'we renoi nouveauté rap', 'we renoi rap', 'we renoi clip rap français', 'we renoi video clip']",6,2023-12-19 01:03:55.763489024+00:00,288228.763489024,True
639,78,Ap7qPHeZcgM,2023-12-19 06:27:16.206667520+00:00,2023-12-17 07:18:06+00:00,1380000,28,481,Recently Trending,Entertainment,FR,329255,5000.0,357.0,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",6,2023-12-19 01:03:55.763489024+00:00,150349.763489024,True
640,79,Rk8rSD1ryeI,2023-12-19 06:27:16.206667520+00:00,2023-12-13 18:00:18+00:00,342000,29,2562,Recently Trending,Entertainment,FR,318506,17000.0,1200.0,False,,6,2023-12-19 01:03:55.763489024+00:00,457417.763489024,True
641,80,QXFuHrFzeiQ,2023-12-19 06:27:16.206667520+00:00,2023-12-03 12:05:17+00:00,5940000,30,2753,Recently Trending,Entertainment,FR,2330007,143000.0,2400.0,True,"['Joyca', 'video', 'reaction', 'Français', 'blindtest', 'moyen age', 'medieval', 'seb', 'sofyan', 'musique']",6,2023-12-19 01:03:55.763489024+00:00,1342718.763489024,True
642,81,vvnlLGFv2mI,2023-12-19 06:27:16.206667520+00:00,2023-12-17 11:00:45+00:00,1540000,31,2208,Recently Trending,Autos & Vehicles,FR,600215,43000.0,1200.0,True,,6,2023-12-19 01:03:55.763489024+00:00,136990.763489024,True
643,82,SG065LnQ08Q,2023-12-19 06:27:16.206667520+00:00,2023-12-16 18:02:38+00:00,688000,32,1941,Recently Trending,Entertainment,FR,195892,14000.0,201.0,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",6,2023-12-19 01:03:55.763489024+00:00,198077.763489024,True
644,83,yXuEz2Az0Pw,2023-12-19 06:27:16.206667520+00:00,2023-12-13 15:15:04+00:00,475000,33,1104,Recently Trending,Gaming,FR,326658,26000.0,644.0,True,"['Savun', 'Test en carton', 'TEC', 'avis', 'critique', 'review', 'savun', 'vayke', 'test', 'tec', 'test en carton', 'video test', 'ajestic', 'test dark souls', 'dark souls 3', 'dark souls 2', 'test starfield', 'avis starfield', 'starfield', 'bethesda', 'tod howard', 'todd howard', 'skyrim', 'fallout', 'ovlibion', 'xbox', 'phil spencer', 'microsoft', 'xbox series x', 'xbox series', 'playstation', 'PS5', 'playstation 5']",6,2023-12-19 01:03:55.763489024+00:00,467331.763489024,True
645,84,FuNLTys8xtQ,2023-12-19 06:27:16.206667520+00:00,2023-12-17 15:41:08+00:00,2510000,34,390,Recently Trending,Comedy,FR,310090,39000.0,625.0,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",6,2023-12-19 01:03:55.763489024+00:00,120167.763489024,True
646,85,nxZsomptNw0,2023-12-19 06:27:16.206667520+00:00,2023-12-14 15:00:42+00:00,886000,35,157,Recently Trending,Music,FR,538311,13000.0,438.0,False,,6,2023-12-19 01:03:55.763489024+00:00,381793.763489024,True
647,86,CsypIF2PxhU,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:00:04+00:00,1500000,36,1860,Recently Trending,Entertainment,FR,204488,25000.0,991.0,True,"['Henry', 'Le Rire jaune', 'Kevin Tran', 'Henry Tran', 'Cyprien', 'Locklear', 'Squeezie', 'Gotaga', 'Doigby', 'Mastu', 'Amixem', 'LOAT', 'Joyca', 'Théodore', 'Amine', ""Amine m'a tué"", 'Francis Ngannou', 'SEB', 'A CONTRE COURANT', 'MMA', 'UFC', 'Jon Jones', 'La sueur', 'RMC SPORT', 'PFL', 'Tyson Fury', 'Boxing', 'Cameroune', 'Documentaire', 'Afrique', 'Seb la frite', 'Léna situation', 'Histoire', 'Mike Tyson', 'Mohammed Ali', 'Boxe anglaise', 'Ciryl Gane', 'Cedric Doumbe', 'Le Flash Back', 'Boxing Academy France']",6,2023-12-19 01:03:55.763489024+00:00,288231.763489024,True
648,87,AzmDNvoQc0g,2023-12-19 06:27:16.206667520+00:00,2023-12-14 23:01:09+00:00,2470000,37,207,Recently Trending,Music,FR,318003,6500.0,339.0,False,"['Djadja', 'Dinaz', 'Alpha', 'Hip hop', 'rap', 'carré music', 'allpoints', 'planète rap', 'Djadja dinaz', 'aïcha', 'elle est sensible']",6,2023-12-19 01:03:55.763489024+00:00,352966.763489024,True
649,88,jx2p0Z6ITuA,2023-12-19 06:27:16.206667520+00:00,2023-12-14 11:00:38+00:00,932000,38,194,Recently Trending,Music,FR,156503,6100.0,1000.0,False,"['Rohff', 'Francis Aboikoni', 'Housni Mkouboi', 'Loyauté']",6,2023-12-19 01:03:55.763489024+00:00,396197.763489024,True
650,89,X3iJvZNDp9Y,2023-12-19 06:27:16.206667520+00:00,2023-12-02 11:00:27+00:00,602000,39,4750,Recently Trending,Entertainment,FR,1926803,90000.0,608.0,True,"['RASKA', 'Joyca', 'Djilsi', 'Maxime Biaggi', 'Le pire', 'vends ton skeud', 'mastu', 'michou', 'theodort']",6,2023-12-19 01:03:55.763489024+00:00,1433008.763489024,True
