,videoId,scanTimestamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch
16,n4hyVsz7FMA,1702947835.763489,2023-12-17T01:00:27-08:00,2.43M subscribers,14,2988,Now,Entertainment,FR,"112,430 views",10K,328,True,"['horia', 'youtubeuse', 'true crime', 'thread horreur', 'Horia horreur', 'horroria', 'histoire horreur', 'la sombre histoire de', 'sombre histoire Horia', 'Lady Diana', 'la sombre histoire de lady diana', 'sombre histoire lady diana', 'lady diana reportage', 'lady diana documentaire', 'famille royale', 'prince charles', 'reine elisabeth', 'aromazone', 'skincare', 'mystère', 'étrange', 'lady diana mystère', 'histoire de lady diana', 'lady di', 'princesse diana', 'théories', 'lady diana théories', 'affaire', 'histoire lady di']",1
17,SwlRSu0jjyU,1702947835.763489,2023-12-17T08:25:00-08:00,8.33M subscribers,15,985,Now,Comedy,FR,"1,595,615 views",119K,1.2K,True,"['amixem', 'humour', 'delire']",1
18,FrTfxDY2eyI,1702947835.763489,2023-12-17T08:23:46-08:00,315K subscribers,16,621,Now,Comedy,FR,"94,371 views",13K,363,True,,1
19,W_l0npDNILY,1702947835.763489,2023-12-17T05:00:31-08:00,2.56M subscribers,17,966,Now,Gaming,FR,"548,554 views",42K,388,True,"['terracid', 'laink', 'wankil', 'lego', 'fortnite', 'minecraft', 'build', 'construction']",1
20,NGfpot1_2Is,1702947835.763489,2023-12-17T03:00:12-08:00,548K subscribers,18,2023,Now,Howto & Style,FR,"98,131 views",9K,376,True,"['honeyshay', 'honey shay', 'Chaiyna', 'comores', 'lifestyle', 'beauté', 'vlog', 'famille', 'family game', 'habitue toi', 'Family', 'Family Games', 'Océane', 'Yoan', 'Yo4real']",1
21,igsQae0v0HQ,1702947835.763489,2023-12-17T09:00:27-08:00,618K subscribers,19,1342,Now,Howto & Style,FR,"177,540 views",12K,103,True,['mayadorable'],1
22,TOIAdoDwYYs,1702947835.763489,2023-12-17T01:30:05-08:00,230K subscribers,20,1207,Now,Gaming,FR,"94,130 views",8.4K,245,True,"['pokemon random', 'choisi ton starter', 'choisi ton pokemon', 'challenge pokemon', 'randomizer pokemon violet', 'randomizer pokemon ecarlate']",1
23,uKpgHMkjF_8,1702947835.763489,2023-12-17T08:30:12-08:00,92.1K subscribers,21,1445,Now,Film & Animation,FR,"54,998 views",5.4K,337,False,"['film', 'films', 'chronique', 'cinema', 'saga', 'humour', 'analyse', 'box office', 'critique', 'resume', 'la suite de trop', 'video', 'youtube', 'critique cinema', 'critique de film', 'Cinéphile', 'Noel', 'Christmas', 'Aladdin', 'Le Roi Lion', 'La Belle et le Bete', 'Pocahontas', 'Disney', 'Le Retour de Jafar', 'Karime Debbache', 'Crossed', 'Chroma', 'Guillaume Cassar', 'Notserious', 'la petite sirene', 'mickey', 'La petite sirene 2', 'La Belle et le Clochard', 'La Belle et le Clochard 2', 'Le Bossu de Notre Dame', 'Cendrillon', 'PeterPan', 'Les 101 Dalmatiens', 'Cruella', 'Tarzan']",1
24,LY0Ll7LRYDI,1702947835.763489,2023-12-17T09:09:58-08:00,5.43M subscribers,22,953,Now,Entertainment,FR,"764,875 views",64K,4.2K,True,"['seb la frite', 'seb', 'ce mec', 'seblafrite', 'sebastien frit', 'histoire', 'incroyable', 'mystère', 'musique', 'documentaire', 'Tecktonik', 'danse electro', 'metropolis', 'rungis', 'teck tonik', 'story', 'France']",1
25,lTmJJ3AGizk,1702947835.763489,2023-12-17T04:00:30-08:00,106K subscribers,23,1456,Now,Gaming,FR,"96,350 views",4.5K,267,False,"['jeux vidéo', 'gaming', 'clip', 'twitch', 'twitchfr', 'montage', 'best of', 'shorts', 'tiktok', 'humour', 'drole', 'wii sports', 'wii sports resort', 'matt', 'wii']",1
26,SG065LnQ08Q,1702947835.763489,2023-12-16T10:02:38-08:00,688K subscribers,24,1941,Now,Entertainment,FR,"193,764 views",14K,199,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",1
27,WG4FIkH6HU8,1702947835.763489,2023-12-17T09:00:10-08:00,412K subscribers,25,690,Now,Entertainment,FR,"69,402 views",4.3K,99,True,"['Ski', 'Freeride', 'extreme', 'Bimboes', 'Mickael', 'mickael bimboes', 'Freeride world tour', 'winteractivity', 'winter activity', 'winter', 'brutisode', 'snowboard', 'vtt', 'parapente', 'montagne', 'prank', 'scandale', 'backflip', 'freestyle', 'équipe', 'skiing', 'neige', 'film', 'avalanche', 'vlog', 'antagonist', 'gopro', 'dji', 'world', 'mtb', 'downhill', 'tricks', 'trick', 'fail', 'fails', 'best', 'chamonix', 'audi', 'yeah']",1
28,DmdcktG7vXM,1702947835.763489,2023-12-17T10:49:02-08:00,58.5K subscribers,26,167,Now,Music,FR,"30,864 views",4.6K,3.2K,False,,1
29,6X1Ko_TExuM,1702947835.763489,2023-12-16T03:45:00-08:00,34.8K subscribers,27,810,Now,Entertainment,FR,"300,241 views",5.7K,272,False,,1
30,gRb87CBRZ2o,1702947835.763489,2023-12-17T03:00:27-08:00,319K subscribers,28,1592,Now,Film & Animation,FR,"57,262 views",4.5K,352,True,"['Cinéma', 'Durendal', 'Film', 'Vlog', 'Critique', 'Super Mario Bros', 'The Movie', 'Le Film', 'Aaron Horvath', 'Michael Jelenic', 'Chris Pratt', 'Anya Taylor-Joy', 'Jack Black', 'Seth Rogen', 'Jeu Vidéo', 'Aventure', 'Action']",1
31,spmAWUn0k40,1702947835.763489,2023-12-17T09:52:44-08:00,707K subscribers,29,859,Now,Sports,FR,"85,447 views",1.5K,76,True,"['champions cup', 'harlequins', 'rugby', 'sport', 'stade toulousain']",1
32,P0rMYaKFO7k,1702947835.763489,2023-12-17T08:00:01-08:00,253K subscribers,30,659,Now,Film & Animation,FR,"57,062 views",8.3K,529,True,"['Neuxs 6', 'Neuxs VI', 'Nexus 6', 'Science-Fiction', 'France', 'Metz', 'Blida', 'Fensch Toast', 'Science Fiction', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Kyle Reese', 'T1000']",1
33,6oLB9vDNvI0,1702947835.763489,2023-12-15T09:47:00-08:00,2.1M subscribers,31,394,Now,Entertainment,FR,"697,740 views",17K,616,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",1
34,jply2m0IoYs,1702947835.763489,2023-12-17T01:26:50-08:00,235K subscribers,32,104,Now,News & Politics,FR,"130,253 views",260,597,True,"['TF1', 'beauté', 'concours', 'feminism washing', 'france', 'féminisme', 'justice', 'miss', 'miss nord-pas-de-calais', 'média', 'police', 'sexisme', 'télévision', 'Ève Gilles']",1
35,-3Xvyo_-Pyg,1702947835.763489,2023-12-17T03:26:56-08:00,605K subscribers,33,1494,Now,Entertainment,FR,"39,079 views",3.2K,82,False,,1
36,icGwtYWesWw,1702947835.763489,2023-12-17T14:19:35-08:00,2.04M subscribers,34,596,Now,Sports,FR,"394,391 views",8.2K,309,True,"['résumé', 'highlights', 'real', 'de', 'madrid', 'villarreal', 'jude', 'bellingham', 'brahim', 'diaz', 'rodrygo', 'vini', 'vinicius', 'junior', 'jr', 'endrick', 'luka', 'modric', 'la', 'liga', 'foot', 'football', 'club', 'fc']",1
37,k51hM1cEgcs,1702947835.763489,2023-12-17T10:00:21-08:00,1.03M subscribers,35,764,Now,Science & Technology,FR,"72,983 views",3K,123,True,,1
38,Mz-J5JPxxBI,1702947835.763489,2023-12-17T02:59:33-08:00,136K subscribers,36,888,Now,Music,FR,"62,839 views",4.7K,201,True,"['Beendo z', 'Retour à l’école', 'École', 'Élèves', 'Rap', 'Raplume', 'Interview', 'Interview Beendo Z', 'Au tableau']",1
39,JGP98IDCrTc,1702947835.763489,2023-12-17T08:14:52-08:00,312K subscribers,37,784,Now,Science & Technology,FR,"57,671 views",6.3K,291,True,"['pixmob', 'coldplay', 'the weeknd', 'taylor swift', 'imagine dragons', 'lady gaga', 'bad bunny', 'elton john', 'wristband', 'infrarouge', 'menu', 'ecologique', 'concert', 'spectacle']",1
40,RrasC4E_1R8,1702947835.763489,2023-12-17T03:00:31-08:00,1.13M subscribers,38,1048,Now,Entertainment,FR,"103,608 views",4.6K,257,True,,1
41,bOppj5rT2xA,1702947835.763489,2023-12-17T08:30:06-08:00,436K subscribers,39,673,Now,Entertainment,FR,"39,014 views",3.4K,44,True,"['FR', 'AlphaCast', 'Gameplay', 'Alfacast', 'France', 'Lynkus', 'Live', 'Twitch', 'Meilleurs moments', 'Best of', '35', 'Tablequest', 'Jeu vidéo', 'gameplay', 'drôle', 'blagues', 'rire', 'clips', 'Stream', 'Streaming', 'Alpha', 'Alfa', 'M4F', 'Ted', 'Eventis', 'Troma', 'Ted Etienne', 'AVAMIND', 'AVA', 'Gom4rt', 'Antoine Daniel', 'JDG', 'Mynthos', 'Joueur du Grenier', 'Dead Space', 'Grounded', 'Warhammer']",1
42,OBgUnwkPivg,1702947835.763489,2023-12-15T09:22:32-08:00,1.95M subscribers,40,509,Now,People & Blogs,FR,"862,882 views",5.8K,657,False,"['guy marchand', 'hommage', 'patrick sébastien']",1
43,BYKz4ksSFFc,1702947835.763489,2023-12-17T03:00:12-08:00,116K subscribers,41,157,Now,Music,FR,"51,606 views",3.5K,130,False,"['rsko chanel bag parole', 'rsko chanel bag']",1
44,mWacdcatC9o,1702947835.763489,2023-12-16T22:35:44-08:00,1.4M subscribers,42,52,Now,Film & Animation,FR,"2,879,283 views",210K,10K,False,,1
45,HCJ2WHNpQqc,1702947835.763489,2023-12-15T03:00:17-08:00,1.2M subscribers,43,171,Now,Music,FR,"508,182 views",33K,935,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",1
46,BOQ1FdoBBmI,1702947835.763489,2023-12-16T00:59:24-08:00,850K subscribers,44,719,Now,Film & Animation,FR,"248,890 views",30K,1.1K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",1
47,sRtFQf5wQ-U,1702947835.763489,2023-12-17T15:21:13-08:00,395K subscribers,45,283,Now,People & Blogs,FR,"146,050 views",2.2K,288,True,"['2023/24', 'football', 'futebol', 'goals', 'golos', 'highlights', 'liga portugal', 'liga portugal betclic', 'liga portuguesa', 'portugal', 'portuguese league', 'primeira liga', 'resumo', 'season 23/24', 'soccer', 'sp:dt=2023-12-17T20:30:00Z', 'sp:li=port', 'sp:st=soccer', 'sp:ti:away=SLB', 'sp:ti:home=SCB', 'sp:ty=high']",1
48,5VojZY6p798,1702947835.763489,2023-12-17T06:49:09-08:00,916K subscribers,46,546,Now,Science & Technology,FR,"62,282 views",5K,343,True,"['TheiCollection', 'Studio TheiCollection', 'Setup TheiCollection', 'Apple', 'Tech', 'Roche Bobois', 'Polygonia Roche Bobois', 'Furtif Roche Bobois', 'Bureau Roche Bobois', 'Setup highTech', 'HighTech', 'Technologie', 'JB', 'Jojol', 'Gentil', 'Garçon', 'Astuces tournage', 'astuces', 'setup astuce', 'setup caméra', 'setup tech', 'studio tech', 'The Frame', 'Philips hue', 'Astuces Philips Hue']",1
49,qj9REJK5K3w,1702947835.763489,2023-12-17T11:53:37-08:00,2.04M subscribers,47,835,Now,Sports,FR,"199,079 views",3K,229,True,"['coupe', 'du', 'monde', 'championnat', 'championnats', 'mondial', 'hand', 'handball', 'equipe', 'de', 'france', 'bleu', 'bleus', 'bleue', 'bleues', 'norvege', 'norway']",1
50,5jrMwhmYW1A,1702947835.763489,2023-12-14T07:56:41-08:00,158K subscribers,0,151,Recently Trending,Comedy,FR,"925,970 views",43K,1.9K,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",1
51,QdBZY2fkU-0,1702947835.763489,2023-12-04T15:07:10-08:00,10.3M subscribers,1,90,Recently Trending,Gaming,FR,"153,096,837 views",10M,832K,True,"['Rockstar Games', 'Grand Theft Auto VI', 'GTAVI', 'GTA 6', 'GTA Six', 'Grand Theft Auto', 'GTA', 'Vice City', 'Leonida']",1
52,9RhWXPcKBI8,1702947835.763489,2023-12-16T09:00:01-08:00,219M subscribers,2,1627,Recently Trending,Entertainment,FR,"62,941,741 views",3M,50K,True,,1
53,LnW-DwBrWLk,1702947835.763489,2023-12-17T07:59:59-08:00,4M subscribers,3,827,Recently Trending,Comedy,FR,"492,965 views",39K,563,True,,1
54,9gAADPMt1FU,1702947835.763489,2023-12-17T10:28:05-08:00,724K subscribers,4,1056,Recently Trending,Comedy,FR,"325,905 views",57K,1.2K,True,,1
55,K4GQRiuNpP0,1702947835.763489,2023-12-17T08:00:33-08:00,1.99M subscribers,5,2773,Recently Trending,Howto & Style,FR,"301,552 views",12K,438,False,,1
56,6oLB9vDNvI0,1702947835.763489,2023-12-15T09:47:00-08:00,2.1M subscribers,6,394,Recently Trending,Entertainment,FR,"697,740 views",17K,616,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",1
57,HCJ2WHNpQqc,1702947835.763489,2023-12-15T03:00:17-08:00,1.2M subscribers,7,171,Recently Trending,Music,FR,"508,182 views",33K,935,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",1
58,pFpjyAp8aJ0,1702947835.763489,2023-12-13T03:00:46-08:00,706K subscribers,8,7828,Recently Trending,Entertainment,FR,"527,161 views",19K,374,True,['Zack Nani'],1
59,zePFAZMUnbU,1702947835.763489,2023-12-08T09:18:08-08:00,4.91M subscribers,9,2314,Recently Trending,Howto & Style,FR,"2,224,840 views",76K,816,True,"['Fastgoodcuisine', 'Fastgood', 'Fastfood', 'Qui est', 'Qui est l’imposteur', 'l’imposteur', 'Plat piégé', 'Piégé', 'Qui est le menteur', 'Le menteur', ""qui est l'imposteur"", 'Qui Aura Le Plat Piégé ?', ""qui aura l'objet piégé"", 'challenge', 'Qui est l’imposteur ?', 'inox', 'inoxtag', 'inoxtag imposteur', 'inoxtag fastgoodcuisine', 'fastgoodcuisine inoxtag', 'fastgoodcuisine inox', 'gurky', 'gurky fast food', 'gurky fastgoodcuisine', 'tacos piégé', 'fastfood piégé', 'gurky le murky']",1
60,dh8XxY717Gw,1702947835.763489,2023-12-07T09:15:03-08:00,2.5M subscribers,10,1740,Recently Trending,Autos & Vehicles,FR,"3,197,221 views",324K,32K,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'fin vilebrequin', 'vilebrequin fini', 'arret vilebrequin', 'vilebrequin drama', 'vilebrequin fin', 'dernière video']",1
61,OBgUnwkPivg,1702947835.763489,2023-12-15T09:22:32-08:00,1.95M subscribers,11,509,Recently Trending,People & Blogs,FR,"862,882 views",5.8K,657,False,"['guy marchand', 'hommage', 'patrick sébastien']",1
62,WB9wpwPVzyY,1702947835.763489,2023-12-08T09:00:37-08:00,6.84M subscribers,12,229,Recently Trending,Music,FR,"7,509,424 views",138K,1.1K,True,"['JuL', 'Alonzo', 'La fusion', 'Clip Officiel', 'La Route Est Longue', 'LREL']",1
63,aZOiDNzoeWQ,1702947835.763489,2023-12-17T02:17:24-08:00,9.19M subscribers,13,1679,Recently Trending,Entertainment,FR,"979,581 views",63K,1.7K,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",1
64,oByOOqDerrM,1702947835.763489,2023-12-15T10:00:06-08:00,1.15M subscribers,14,1800,Recently Trending,Entertainment,FR,"393,395 views",25K,327,False,,1
65,XE_IK7ouDuc,1702947835.763489,2023-12-07T15:00:18-08:00,95.8K subscribers,15,238,Recently Trending,Music,FR,"2,807,620 views",66K,2.1K,False,"['dadju i love you', 'tayc i love you', ""et si je te dit que je t'aime"", 'dadju tayc', 'tayc dadju', 'dadju tayc album', 'tayc dadju album', 'projet commun tayc dadju', 'projet commun dadju tayc', 'tayc dadju album commun', 'dadju tayc album commun', 'tayc dadju paroles', 'dadju tayc paroles']",1
66,_Gv62FX9fFc,1702947835.763489,2023-12-07T09:30:05-08:00,53.5K subscribers,16,2669,Recently Trending,Entertainment,FR,"1,660,596 views",51K,1K,False,"['Loris', 'giuliano', 'istanbul', 'station service', 'roman frayssinet', 'finale ldc', 'league des champions']",1
67,F8lPTlpThEo,1702947835.763489,2023-12-08T09:01:00-08:00,1.31M subscribers,17,203,Recently Trending,Music,FR,"1,239,909 views",63K,1.5K,False,"['Zola', 'Koba', 'Koba Ła D', 'Kobalad', 'zola x koba Ła d', 'zola feat koba Ła d', 'aller sans retour', 'allersansretour', 'tiakoxgazo', 'Tiago x gazo', 'mlgx', 'La melo est gangz', 'Tiakola feat gazo', 'Zola feat koba aller sans retour', 'zola feat koba Ła d aller sans retour', 'Zola - Koba LaD', 'TruthRecords', 'BMF', 'Truth Records', 'AWA', 'AWA GANG', 'KORE', 'GAZO TIAKOLA', 'ALBUM COMMUN', 'Tiakola - Gazo', 'Gazo Tiakola']",1
68,EUtsTZK0YuY,1702947835.763489,2023-12-15T08:00:14-08:00,627K subscribers,18,1106,Recently Trending,Entertainment,FR,"773,750 views",20K,1.2K,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",1
69,jclw_cAtcIg,1702947835.763489,2023-12-15T09:00:09-08:00,226K subscribers,19,171,Recently Trending,Music,FR,"343,762 views",24K,941,False,,1
70,WnBynfbm4e8,1702947835.763489,2023-12-13T14:30:33-08:00,985K subscribers,20,13791,Recently Trending,Sports,FR,"685,546 views",31K,109,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",1
71,TAKjuokhpyg,1702947835.763489,2023-12-15T09:00:02-08:00,4.39M subscribers,21,214,Recently Trending,Music,FR,"317,817 views",16K,688,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",1
72,6X1Ko_TExuM,1702947835.763489,2023-12-16T03:45:00-08:00,34.8K subscribers,22,810,Recently Trending,Entertainment,FR,"300,242 views",5.7K,272,False,,1
73,YG3EhWlBaoI,1702947835.763489,2023-12-14T18:31:24-08:00,3.22M subscribers,23,209,Recently Trending,Music,FR,"10,254,276 views",698K,81K,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",1
74,0VRHcvALBTk,1702947835.763489,2023-12-14T23:00:00-08:00,195K subscribers,24,322,Recently Trending,Howto & Style,FR,"465,180 views",2.1K,,False,,1
75,H8xAfHCfrng,1702947835.763489,2023-12-14T09:36:15-08:00,3.33M subscribers,25,148,Recently Trending,Music,FR,"1,011,559 views",29K,1.6K,False,,1
76,Ap7qPHeZcgM,1702947835.763489,2023-12-16T23:18:06-08:00,1.38M subscribers,26,481,Recently Trending,Entertainment,FR,"327,240 views",4.9K,354,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",1
77,vvnlLGFv2mI,1702947835.763489,2023-12-17T03:00:45-08:00,1.54M subscribers,27,2208,Recently Trending,Autos & Vehicles,FR,"593,349 views",43K,1.2K,True,,1
78,InIdV5yM1WQ,1702947835.763489,2023-12-12T09:00:14-08:00,80.7K subscribers,28,2901,Recently Trending,Film & Animation,FR,"723,720 views",26K,621,True,"['Les produits laitiers', 'Amine', 'Billy', 'Ferme', 'Produits laitiers']",1
